topicid,title,year
150,ACM SIGPLAN Notices,1992
150,ACM SIGPLAN OOPS Messenger,1992
150,ACM SIGSOFT Software Engineering Notes,1992
150,ACM Transactions on Software Engineering and Methodology,1992
150,Communications of the ACM,1992
150,ACM SIGACT News,1993
150,ACM SIGART Bulletin,1993
150,ACM SIGAda Ada Letters,1993
150,ACM SIGCAPH Computers and the Physically Handicapped,1993
150,ACM SIGCHI Bulletin,1993
150,ACM SIGCSE Bulletin,1993
150,ACM SIGMIS Database,1993
150,ACM SIGPLAN Notices,1993
150,ACM SIGPLAN OOPS Messenger,1993
150,ACM SIGSOFT Software Engineering Notes,1993
150,Communications of the ACM,1993
150,ACM SIGAPL APL Quote Quad,1994
150,ACM SIGAPP Applied Computing Review,1994
150,ACM SIGARCH Computer Architecture News,1994
150,ACM SIGART Bulletin,1994
150,ACM SIGAda Ada Letters,1994
150,ACM SIGCHI Bulletin,1994
150,ACM SIGCSE Bulletin,1994
150,ACM SIGICE Bulletin,1994
150,ACM SIGPLAN Notices,1994
150,ACM SIGSOFT Software Engineering Notes,1994
150,Communications of the ACM,1994
150,StandardView,1994
150,interactions,1994
150,ACM Computing Surveys,1995
150,ACM SIGAda Ada Letters,1995
150,ACM SIGCSE Bulletin,1995
150,ACM SIGCUE Outlook,1995
150,ACM SIGICE Bulletin,1995
150,ACM SIGOIS Bulletin,1995
150,ACM SIGPLAN Notices,1995
150,ACM SIGPLAN OOPS Messenger,1995
150,ACM SIGSOFT Software Engineering Notes,1995
150,Communications of the ACM,1995
150,Crossroads,1995
150,StandardView,1995
150,interactions,1995
150,ACM Computing Surveys,1996
150,ACM SIGART Bulletin,1996
150,ACM SIGAda Ada Letters,1996
150,ACM SIGCHI Bulletin,1996
150,ACM SIGCSE Bulletin,1996
150,ACM SIGICE Bulletin,1996
150,ACM SIGOIS Bulletin,1996
150,ACM SIGPLAN Notices,1996
150,ACM SIGSOFT Software Engineering Notes,1996
150,Communications of the ACM,1996
150,Crossroads,1996
150,StandardView,1996
150,interactions,1996
150,3C ON-LINE,1997
150,ACM SIGAda Ada Letters,1997
150,ACM SIGCAS Computers and Society,1997
150,ACM SIGCHI Bulletin,1997
150,ACM SIGCSE Bulletin,1997
150,ACM SIGMIS Database,1997
150,ACM SIGPLAN Notices,1997
150,ACM SIGSOFT Software Engineering Notes,1997
150,Communications of the ACM,1997
150,StandardView,1997
150,ACM SIGART Bulletin,1998
150,ACM SIGAda Ada Letters,1998
150,ACM SIGCAS Computers and Society,1998
150,ACM SIGCSE Bulletin,1998
150,ACM SIGGRAPH Computer Graphics,1998
150,ACM SIGMIS Database,1998
150,ACM SIGPLAN Notices,1998
150,ACM SIGSOFT Software Engineering Notes,1998
150,Communications of the ACM,1998
150,StandardView,1998
150,netWorker,1998
150,ACM Computing Surveys,1999
150,ACM SIGAda Ada Letters,1999
150,ACM SIGCHI Bulletin,1999
150,ACM SIGCSE Bulletin,1999
150,ACM SIGCUE Outlook,1999
150,ACM SIGPLAN Notices,1999
150,ACM SIGSOFT Software Engineering Notes,1999
150,Communications of the ACM,1999
150,Crossroads,1999
150,netWorker,1999
150,ACM SIGAda Ada Letters,2000
150,ACM SIGCSE Bulletin,2000
150,ACM SIGPLAN Notices,2000
150,ACM SIGSOFT Software Engineering Notes,2000
150,ACM Computing Surveys,2001
150,ACM SIGCSE Bulletin,2001
150,ACM SIGSOFT Software Engineering Notes,2001
150,ACM Transactions on Software Engineering and Methodology,2001
150,Communications of the ACM,2001
150,Ubiquity,2001
150,ACM Journal of Computer Documentation,2002
150,ACM SIGCAS Computers and Society,2002
150,Communications of the ACM,2002
150,Journal on Educational Resources in Computing,2002
150,ACM SIGSOFT Software Engineering Notes,2003
150,Communications of the ACM,2003
150,Queue,2003
150,interactions,2003
150,ACM SIGAda Ada Letters,2004
150,Communications of the ACM,2004
150,Crossroads,2004
150,Queue,2004
150,interactions,2004
150,ACM SIGBED Review,2005
150,ACM SIGCSE Bulletin,2005
150,ACM SIGMOD Record,2005
150,ACM SIGSOFT Software Engineering Notes,2005
150,ACM Transactions on Software Engineering and Methodology,2005
150,Communications of the ACM,2005
150,Queue,2005
150,Ubiquity,2005
150,ACM SIGARCH Computer Architecture News,2006
150,ACM SIGBED Review,2006
150,ACM SIGCSE Bulletin,2006
150,ACM SIGMOD Record,2006
150,ACM SIGSOFT Software Engineering Notes,2006
150,Communications of the ACM,2006
150,Queue,2006
150,Ubiquity,2006
150,ACM SIGAda Ada Letters,2007
150,ACM SIGCSE Bulletin,2007
150,ACM SIGSOFT Software Engineering Notes,2007
150,ACM Transactions on Embedded Computing Systems,2007
150,Communications of the ACM,2007
150,Crossroads,2007
150,Queue,2007
150,interactions,2007
150,ACM SIGAda Ada Letters,2008
150,ACM SIGCSE Bulletin,2008
150,ACM SIGSOFT Software Engineering Notes,2008
150,Communications of the ACM,2008
150,Queue,2008
150,interactions,2008
150,ACM Computing Surveys,2009
150,ACM SIGCSE Bulletin,2009
150,ACM SIGMOD Record,2009
150,ACM SIGPLAN Notices,2009
150,ACM SIGSOFT Software Engineering Notes,2009
150,Communications of the ACM,2009
150,Queue,2009
150,ACM SIGAda Ada Letters,2010
150,ACM SIGCOMM Computer Communication Review,2010
150,ACM SIGCSE Bulletin,2010
150,ACM SIGOPS Operating Systems Review,2010
150,ACM SIGSOFT Software Engineering Notes,2010
150,Communications of the ACM,2010
150,"XRDS: Crossroads, The ACM Magazine for Students",2010
150,ACM Computing Surveys,2011
150,ACM Inroads,2011
150,ACM SIGAda Ada Letters,2011
150,ACM SIGPLAN Notices,2011
150,ACM SIGSOFT Software Engineering Notes,2011
150,Communications of the ACM,2011
168,ACM SIGGRAPH Computer Graphics,1979
168,ACM SIGSOC Bulletin,1981
168,Communications of the ACM,1984
168,ACM SIGCHI Bulletin,1985
168,ACM SIGCHI Bulletin,1986
168,ACM SIGCHI Bulletin,1988
168,ACM SIGGRAPH Computer Graphics,1988
168,Communications of the ACM,1988
168,ACM SIGCHI Bulletin,1989
168,ACM SIGCHI Bulletin,1990
168,ACM SIGPLAN OOPS Messenger,1992
168,ACM SIGSOFT Software Engineering Notes,1992
168,ACM SIGCAPH Computers and the Physically Handicapped,1993
168,ACM SIGCHI Bulletin,1993
168,ACM SIGCSE Bulletin,1993
168,Communications of the ACM,1993
168,ACM SIGCHI Bulletin,1994
168,interactions,1994
168,ACM SIGCAPH Computers and the Physically Handicapped,1995
168,ACM SIGCHI Bulletin,1995
168,ACM SIGCSE Bulletin,1995
168,ACM SIGWEB Newsletter,1995
168,interactions,1995
168,ACM Computing Surveys,1996
168,ACM SIGCAPH Computers and the Physically Handicapped,1996
168,Communications of the ACM,1996
168,interactions,1996
168,ACM SIGCAS Computers and Society,1997
168,ACM SIGCHI Bulletin,1997
168,Crossroads,1997
168,interactions,1997
168,ACM SIGCAPH Computers and the Physically Handicapped,1998
168,ACM SIGOPS Operating Systems Review,1999
168,interactions,1999
168,ACM SIGBIO Newsletter,2000
168,ACM SIGCHI Bulletin,2000
168,Communications of the ACM,2000
168,ACM SIGCAPH Computers and the Physically Handicapped,2002
168,ACM SIGCSE Bulletin,2002
168,Communications of the ACM,2002
168,interactions,2002
168,ACM SIGACCESS Accessibility and Computing,2003
168,ACM SIGCSE Bulletin,2003
168,Communications of the ACM,2003
168,Queue,2003
168,interactions,2003
168,ACM SIGCSE Bulletin,2004
168,ACM Transactions on Applied Perception,2004
168,ACM Transactions on Computer-Human Interaction,2004
168,ACM SIGACCESS Accessibility and Computing,2005
168,ACM SIGCSE Bulletin,2005
168,ACM Transactions on Applied Perception,2005
168,ACM Transactions on Computer-Human Interaction,2005
168,Communications of the ACM,2005
168,interactions,2005
168,ACM SIGACCESS Accessibility and Computing,2006
168,ACM SIGCSE Bulletin,2006
168,ACM Transactions on Applied Perception,2006
168,ACM Transactions on Computer-Human Interaction,2006
168,Communications of the ACM,2006
168,interactions,2006
168,netWorker,2006
168,ACM SIGACCESS Accessibility and Computing,2007
168,ACM SIGCSE Bulletin,2007
168,ACM Transactions on Applied Perception,2007
168,ACM Transactions on Computer-Human Interaction,2007
168,"ACM Transactions on Multimedia Computing, Communications, and Applications",2007
168,Computers in Entertainment,2007
168,interactions,2007
168,ACM SIGACCESS Accessibility and Computing,2008
168,ACM Transactions on Accessible Computing,2008
168,ACM Transactions on Applied Perception,2008
168,ACM Transactions on Computer-Human Interaction,2008
168,"ACM Transactions on Multimedia Computing, Communications, and Applications",2008
168,Communications of the ACM,2008
168,interactions,2008
168,ACM SIGACCESS Accessibility and Computing,2009
168,ACM Transactions on Accessible Computing,2009
168,ACM Transactions on Applied Perception,2009
168,Communications of the ACM,2009
168,interactions,2009
168,ACM SIGACCESS Accessibility and Computing,2010
168,ACM Transactions on Accessible Computing,2010
168,ACM Transactions on Applied Perception,2010
168,"ACM Transactions on Multimedia Computing, Communications, and Applications",2010
168,Communications of the ACM,2010
168,Computers in Entertainment,2010
168,SIGSPATIAL Special,2010
168,"XRDS: Crossroads, The ACM Magazine for Students",2010
168,ACM SIGACCESS Accessibility and Computing,2011
168,ACM Transactions on Accessible Computing,2011
168,Communications of the ACM,2011
168,"XRDS: Crossroads, The ACM Magazine for Students",2011
168,interactions,2011
170,Journal of the ACM,1961
170,Communications of the ACM,1965
170,Communications of the ACM,1967
170,Communications of the ACM,1969
170,ACM Computing Surveys,1970
170,ACM SIGPLAN Notices,1971
170,Journal of the ACM,1973
170,ACM SIGPLAN Notices,1974
170,Communications of the ACM,1975
170,ACM Computing Surveys,1976
170,ACM SIGCSE Bulletin,1976
170,ACM SIGCUE Outlook,1976
170,ACM SIGGRAPH Computer Graphics,1976
170,ACM SIGPLAN Notices,1976
170,ACM SIGSIM Simulation Digest,1976
170,ACM Computing Surveys,1978
170,ACM SIGGRAPH Computer Graphics,1978
170,ACM SIGPLAN Notices,1978
170,Communications of the ACM,1978
170,ACM SIGMETRICS Performance Evaluation Review,1979
170,ACM SIGSIM Simulation Digest,1979
170,ACM SIGCSE Bulletin,1980
170,ACM SIGAPL APL Quote Quad,1981
170,ACM SIGCSE Bulletin,1981
170,ACM Transactions on Programming Languages and Systems,1981
170,Communications of the ACM,1981
170,ACM SIGMETRICS Performance Evaluation Review,1982
170,ACM SIGPLAN Notices,1983
170,ACM SIGSOFT Software Engineering Notes,1983
170,Communications of the ACM,1983
170,ACM SIGARCH Computer Architecture News,1985
170,Communications of the ACM,1985
170,ACM Computing Surveys,1986
170,ACM SIGCHI Bulletin,1986
170,ACM Transactions on Mathematical Software,1986
170,Communications of the ACM,1986
170,ACM SIGAda Ada Letters,1987
170,ACM SIGMETRICS Performance Evaluation Review,1987
170,ACM SIGOIS Bulletin,1987
170,ACM SIGPLAN Notices,1987
170,ACM SIGSIM Simulation Digest,1988
170,ACM SIGSOFT Software Engineering Notes,1988
170,ACM SIGAPL APL Quote Quad,1989
170,ACM SIGPLAN Notices,1989
170,ACM SIGSIM Simulation Digest,1989
170,ACM SIGCHI Bulletin,1990
170,ACM SIGCSE Bulletin,1990
170,ACM SIGSIM Simulation Digest,1990
170,ACM Transactions on Mathematical Software,1990
170,Communications of the ACM,1990
170,ACM SIGAPL APL Quote Quad,1991
170,ACM SIGCSE Bulletin,1991
170,ACM SIGGRAPH Computer Graphics,1991
170,ACM SIGSIM Simulation Digest,1991
170,ACM SIGCOMM Computer Communication Review,1992
170,Communications of the ACM,1992
170,ACM SIGPLAN Notices,1993
170,ACM SIGSIM Simulation Digest,1993
170,ACM SIGSMALL/PC Notes,1993
170,ACM SIGAPL APL Quote Quad,1994
170,ACM SIGPLAN Notices,1994
170,ACM SIGSIM Simulation Digest,1994
170,Communications of the ACM,1994
170,StandardView,1994
170,ACM SIGSIM Simulation Digest,1995
170,ACM SIGAPP Applied Computing Review,1996
170,ACM SIGAda Ada Letters,1996
170,ACM SIGCHI Bulletin,1996
170,ACM SIGMETRICS Performance Evaluation Review,1996
170,ACM SIGPLAN Notices,1996
170,ACM SIGSIM Simulation Digest,1996
170,ACM SIGGROUP Bulletin,1997
170,ACM SIGSIM Simulation Digest,1997
170,ACM SIGAPL APL Quote Quad,1998
170,ACM SIGAda Ada Letters,1998
170,ACM SIGGROUP Bulletin,1998
170,ACM SIGARCH Computer Architecture News,1999
170,ACM SIGCSE Bulletin,1999
170,ACM SIGMOD Record,2000
170,Crossroads,2000
170,Journal of Educational Resources in Computing,2001
170,ACM SIGMOBILE Mobile Computing and Communications Review,2002
170,ACM SIGPLAN Notices,2004
170,Communications of the ACM,2004
170,Queue,2004
170,ACM SIGARCH Computer Architecture News,2005
170,ACM SIGMOBILE Mobile Computing and Communications Review,2005
170,ACM SIGSOFT Software Engineering Notes,2005
170,Communications of the ACM,2005
170,ACM Journal on Emerging Technologies in Computing Systems,2006
170,ACM Transactions on Computer Systems,2006
170,ACM SIGCOMM Computer Communication Review,2007
170,ACM SIGPLAN Notices,2007
170,ACM SIGBED Review,2008
170,ACM SIGARCH Computer Architecture News,2009
170,ACM SIGMETRICS Performance Evaluation Review,2009
170,ACM SIGAPP Applied Computing Review,2010
171,Journal of the ACM,1955
171,Journal of the ACM,1957
171,Communications of the ACM,1962
171,ACM SIGARCH Computer Architecture News,1982
171,ACM SIGPLAN Notices,1982
171,ACM SIGMICRO Newsletter,1984
171,ACM SIGMETRICS Performance Evaluation Review,1986
171,ACM SIGARCH Computer Architecture News,1987
171,ACM SIGARCH Computer Architecture News,1988
171,ACM SIGCSE Bulletin,1990
171,ACM SIGARCH Computer Architecture News,1991
171,Communications of the ACM,1993
171,ACM SIGARCH Computer Architecture News,1994
171,Communications of the ACM,1994
171,ACM SIGCSE Bulletin,1996
171,ACM SIGOPS Operating Systems Review,1996
171,ACM SIGPLAN Notices,1996
171,ACM SIGARCH Computer Architecture News,1997
171,Communications of the ACM,1998
171,Communications of the ACM,1999
171,ACM SIGARCH Computer Architecture News,2001
171,ACM Transactions on Mathematical Software,2001
171,interactions,2001
171,ACM SIGARCH Computer Architecture News,2002
171,Communications of the ACM,2002
171,Journal of the ACM,2002
171,ACM SIGARCH Computer Architecture News,2003
171,Queue,2003
171,Queue,2004
171,ACM Journal on Emerging Technologies in Computing Systems,2005
171,ACM SIGARCH Computer Architecture News,2005
171,ACM SIGDA Newsletter,2005
171,ACM Journal on Emerging Technologies in Computing Systems,2006
171,ACM Journal on Emerging Technologies in Computing Systems,2007
171,ACM SIGARCH Computer Architecture News,2007
171,Communications of the ACM,2007
171,netWorker,2007
171,ACM Journal on Emerging Technologies in Computing Systems,2008
171,ACM Transactions on Reconfigurable Technology and Systems,2008
171,ACM Journal on Emerging Technologies in Computing Systems,2009
171,ACM SIGDA Newsletter,2009
171,ACM Computing Surveys,2010
171,ACM Journal on Emerging Technologies in Computing Systems,2010
171,ACM SIGDA Newsletter,2010
171,ACM Transactions on Reconfigurable Technology and Systems,2010
171,Communications of the ACM,2010
171,ACM Journal on Emerging Technologies in Computing Systems,2011
171,ACM Transactions on Reconfigurable Technology and Systems,2011
171,Communications of the ACM,2011
171,interactions,2011
177,ACM SIGPLAN Notices,0
177,ACM Computing Surveys,1977
177,ACM SIGAPL APL Quote Quad,1979
177,ACM SIGART Bulletin,1980
177,ACM SIGMOD Record,1980
177,ACM SIGPLAN Notices,1980
177,ACM SIGAPL APL Quote Quad,1981
177,ACM Transactions on Programming Languages and Systems,1981
177,Communications of the ACM,1981
177,ACM Computing Surveys,1982
177,ACM SIGCSE Bulletin,1982
177,ACM SIGOA Newsletter,1982
177,ACM Transactions on Programming Languages and Systems,1982
177,ACM SIGARCH Computer Architecture News,1984
177,ACM SIGOA Newsletter,1984
177,ACM SIGPLAN Notices,1984
177,ACM SIGSOFT Software Engineering Notes,1984
177,Communications of the ACM,1984
177,ACM SIGARCH Computer Architecture News,1985
177,ACM SIGAda Ada Letters,1985
177,ACM SIGPLAN Notices,1985
177,ACM SIGARCH Computer Architecture News,1986
177,ACM SIGAda Ada Letters,1986
177,ACM SIGCHI Bulletin,1986
177,ACM SIGCOMM Computer Communication Review,1986
177,ACM SIGCSE Bulletin,1986
177,ACM SIGMOD Record,1986
177,ACM SIGOIS Bulletin,1986
177,ACM SIGPLAN Notices,1986
177,ACM SIGAPL APL Quote Quad,1987
177,ACM SIGARCH Computer Architecture News,1987
177,ACM SIGAda Ada Letters,1987
177,ACM SIGCSE Bulletin,1987
177,ACM SIGOPS Operating Systems Review,1987
177,ACM SIGPLAN Lisp Pointers,1987
177,ACM SIGPLAN Notices,1987
177,ACM SIGSOFT Software Engineering Notes,1987
177,Communications of the ACM,1987
177,ACM Computing Surveys,1988
177,ACM SIGAPL APL Quote Quad,1988
177,ACM SIGAda Ada Letters,1988
177,ACM SIGCSE Bulletin,1988
177,ACM SIGOIS Bulletin,1988
177,ACM SIGPLAN Notices,1988
177,ACM SIGSIM Simulation Digest,1988
177,ACM SIGSOFT Software Engineering Notes,1988
177,Communications of the ACM,1988
177,ACM SIGAPL APL Quote Quad,1989
177,ACM SIGAda Ada Letters,1989
177,ACM SIGCHI Bulletin,1989
177,ACM SIGCSE Bulletin,1989
177,ACM SIGFORTH Newsletter,1989
177,ACM SIGMICRO Newsletter,1989
177,ACM SIGMIS Database,1989
177,ACM SIGMOD Record,1989
177,ACM SIGOIS Bulletin,1989
177,ACM SIGPLAN Notices,1989
177,ACM SIGSOFT Software Engineering Notes,1989
177,ACM Transactions on Programming Languages and Systems,1989
177,ACM SIGAPL APL Quote Quad,1990
177,ACM SIGAda Ada Letters,1990
177,ACM SIGCHI Bulletin,1990
177,ACM SIGCSE Bulletin,1990
177,ACM SIGOIS Bulletin,1990
177,ACM SIGPLAN Notices,1990
177,ACM SIGPLAN OOPS Messenger,1990
177,ACM SIGSIM Simulation Digest,1990
177,ACM SIGSOFT Software Engineering Notes,1990
177,Communications of the ACM,1990
177,ACM Computing Surveys,1991
177,ACM SIGARCH Computer Architecture News,1991
177,ACM SIGAda Ada Letters,1991
177,ACM SIGCSE Bulletin,1991
177,ACM SIGFORTH Newsletter,1991
177,ACM SIGMOD Record,1991
177,ACM SIGOIS Bulletin,1991
177,ACM SIGOPS Operating Systems Review,1991
177,ACM SIGPLAN Lisp Pointers,1991
177,ACM SIGPLAN Notices,1991
177,ACM SIGPLAN OOPS Messenger,1991
177,ACM SIGSIM Simulation Digest,1991
177,ACM SIGSMALL/PC Notes,1991
177,ACM SIGSOFT Software Engineering Notes,1991
177,Communications of the ACM,1991
177,ACM SIGAPL APL Quote Quad,1992
177,ACM SIGAda Ada Letters,1992
177,ACM SIGCOMM Computer Communication Review,1992
177,ACM SIGCSE Bulletin,1992
177,ACM SIGGRAPH Computer Graphics,1992
177,ACM SIGMOD Record,1992
